Book Title,Final Answer
슈팅스타 캐치! 티니핑 시즌5 폭신폭신 초롱핑 코디스티커,"책 제목 : 슈팅스타 캐치! 티니핑 시즌5 폭신폭신 초롱핑 코디스티커
저자 : 학산문화사 편집부
출판사 : 아이누리
출판일 : 2025.01.24
ISBN : 8800282152
설명 : 하모니 마을에 스타티니핑이 불시착했다?! 로미는 새로운 로열티니핑들과 스타티니핑을 캐치해, 밤 하늘의 별빛을 되찾아야 한다! 이모션 왕국 우주별마을에서는 어찌 된 일인지 나태해진 스타티니핑들이 제 할 일은 하지 않고 별들을 소홀히 대한다. 결국 빛을 잃은 별들로 인해 생겨난 블랙홀에 스타티니핑들이 빨려 들어가기 시작한다. 과연 로미는 블랙홀에 빨려 들어간 스타티니핑들을 찾아 캐치할 수 있을까? 대체 우주별 마을에는 무슨 일이 있었던 걸까? 새로운 티니핑들과 함께 펼쳐지는 로미의 이야기가 지금부터 시작된다!
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5254896/52548967722.20250121071549.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52548967722"
버블티 내신100 고등 공통국어 1 지학(김철회) 기출문제집 개념학습편(2025),"책 제목 : 버블티 내신100 고등 공통국어 1 지학(김철회) 내신대비서 : 개념학습편 (2025년) (2022 개정 교육과정)
저자 : 조성우, 고성환, 곽태경, 김민정, 유태우고
출판사 : 학문아카이브
출판일 : 2025년 1월 24일
ISBN : 9791194583004
설명 : 버블티 내신100 고등 공통국어 내신대비서(개념학습편)는 고등 1학년 국어 학교시험 대비 교재이고, 교과서 지문을 전체 수록하였고, 각 단원별 학습목표와 시험 출제요소를 분석하여 가장 중요한 개념에 대한 이해와 가장 출제율이 높은 문제에 대한 풀이 및 해설로 구성되어 있다는 내용입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5261555/52615552794.20250122201948.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52615552794"
버블티 내신100 고등 공통국어 1 동아(최두호) 기출문제집 개념학습편(2025),"책 제목 : 버블티 내신100 고등 공통국어 1 동아(최두호) 내신대비서 : 개념학습편 (2025년) (2022 개정 교육과정)
저자 : 조성우, 고성환, 곽태경, 손용중
출판사 : 학문아카이브
출판일 : 2025년 1월 24일
ISBN : 9791198765178
설명 : 버블티 내신100 고등 공통국어 내신대비서(개념학습편)는 고등 1학년 국어 학교시험 대비 교재이다. 본 책은 교과서 지문을 전체 수록하였고, 각 단원별 학습목표와 시험 출제요소를 분석하여 가장 중요한 개념에 대한 이해와 가장 출제율이 높은 문제에 대한 풀이 및 해설로 구성되어 있다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5261555/52615553612.20250122202005.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52615553612"
취득세 이해와 중과세 해설,"책 제목 : 취득세 이해와 중과세 해설 (제2판)
저자 : 장상록^김성범
출판사 : 탐진출판사
출판일 : 2025.01.24
ISBN : 9791193595251
설명 : 취득세는 부동산 등을 취득하는 경우에 나타난 담세력에 과세하는 조세이며, 1927년 부동산취득세라는 명칭으로 창설되어 정부수립 후 계승되어오다가 1952년 취득세로 명칭을 개정하고, 수차례 개정을 통하여 차량·중기·입목 등 과세대상이 추가되었고, 지목변경, 주식, 골프, 콘도 회원권 취득 등이 포함되어 과세범위가 점차 확대되었다. 취득세 과세대상물건을 매매·교환·증여·기부 등으로 취득한 자에게는 납세의무가 발생하고, 과세표준은 과세대상물건의 취득가액이고, 세율은 사치성재산취득과 일반재산취득에 따라 다른 세율을 적용한다. 이 책에서는 이러한 취득세 관련 지방세 적용시 발생하는 쟁점을 염두에 두고 독자들이 취득세 관련 조문을 이해하는데 도움을 드리고자 노력하였다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262792/52627921097.20250124095951.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52627921097"
유아리 유아교육개론 합격비계,"책 제목 : 유아리 유아교육개론 합격비계
저자 : 유아리
출판사 : 배움
출판일 : 2025년 1월 24일
ISBN : 9791194613008
설명 : 공립 유치원(특수) 임용고시 행복합격
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262835/52628350287.20250124071202.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52628350287"
2025 세법 워크북 1,"책 제목 : 2025 세법 워크북 1 (제19판)
저자 : 이철재, 정우승, 유은종
출판사 : 212 DESIGN STUDIO
출판일 : 2025년 1월 24일
ISBN : 9791199114302
설명 : 공인회계사·세무사 시험 대비, 세법정리서의 Bible! 단순한 세법 요약을 넘어선 체계적인 세법 학습을 위한 도구로서, 처음 세법을 접할 때부터 합격할 때까지 여러분의 곁에 있을 것입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5261292/52612922841.20250123093407.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52612922841"
2025 세법 이론노트 2,"책 제목 : 2025 세법 이론노트 2 (13판)
저자 : 이승철^박지섭
출판사 : 용빈
출판일 : 2025년 01월 24일
ISBN : 9791186964651
설명 : 이승철 교수님 세법 관련 강의의 이론노트입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5261113/52611138167.20250123093402.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52611138167"
2025 세법 이론노트 1,"책 제목 : 2025 세법 이론노트 1 (13판)
저자 : 이승철^박지섭
출판사 : 용빈
출판일 : 2025.01.24
ISBN : 979-11-86964-64-4
설명 : 이승철 교수님 세법 관련 강의의 서브노트입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5261555/52615552951.20250123093415.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52615552951"
2025 객관식 세법 세트,"책 제목 : 2025 객관식 세법 세트 (제14판)
저자 : 정지선, 윤성만, 유은종, 정우승
출판사 : 리즈북스
출판일 : 2025년 1월 24일
ISBN : 9791199114418
설명 : 공인회계사·세무사 1차 시험 대비, 객관식 연습서! 실제 시험과 가장 유사한 형태의 이론형 문제와 계산형 문제들로 구성하여, 1차 시험 세법을 가장 효과적으로 대비할 수 있도록 안내할 것입니다. 학습의 효과를 극대화하기 위해 두 권으로 분권 1권 : 유형별 필수문제 2권 : 모의고사
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5261555/52615552809.20250123093406.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52615552809"
존재의 필연,"책 제목 : 존재의 필연 (하늘에게 그리고 사람에게)
저자 : 이웅
출판사 : 지식과감성
출판일 : 2025.01.24
ISBN : 979-11-3922-362-0
설명 : 하느님은 정말 계시는가? 그는 어떤 분인가? 우리는 죽으면 어떻게 되는가? 에 대한 질문에 답을 하는 책. 저자는 논리를 통해 신 존재 증명을 시도했고, 15년 이상 지구상 종교를 연구하며 깨달은 것들을 기록했다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262921/52629214468.20250124091936.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52629214468"
"끝, 그리고…?","책 제목 : 끝, 그리고...?
저자 : 김홍섭
출판사 : 지식과감성
출판일 : 2025.01.24
ISBN : 979-11-3922-361-3
설명 : 오래된 인간이 시간을 견디고 넘기고 사용하는 이야기이다. 경계가 모호해지고 있는 세상이다. 성별의 경계도 모호해지고 있고 인간과 AI의 경계도 모호해질 것 같다. 어디서부터 나이고 어디서부터 너일까? 어디까지가 ‘인간’이고 어디서부터 ‘신’일까? 그리고 또? 뭐 없나?
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262921/52629214517.20250124095905.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52629214517"
길은 언제나 길 속으로 빠져든다,"책 제목 : 길은 언제나 길 속으로 빠져든다 (윤선태 시집)
저자 : 윤선태
출판사 : 지식과감성
출판일 : 2025.01.24
ISBN : 979-11-3922-389-7
설명 : 늘 길을 걷는다. 봄 여름 가을 겨울 끊임없이 인생길을 걷는다. 걸으면서 보고, 듣고, 생각하고 느낀 것을 시로 쓰고 한 권의 시집으로 엮어 세상에 내놓는다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5263109/52631097067.20250124095746.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52631097067"
프로야구 생존기 15,"책 제목 : 프로야구 생존기 15 (누구보다 절박한 그들의 야구)
저자 : 최훈
출판사 : 대원씨아이
출판일 : 2025.01.24
ISBN : 979-11-4230-806-2
설명 : 마지막으로 영웅 씨 영웅 씨는 자신감을 갖기에 충분한 사람이에요 최고의 성적을 거두고 잇는 사이에도 벼랑 끝으로 몰려 있는 기분에서 벗어나지 못하는 노영웅. 야구의 신에게 은총받은 것만 같은 그의 피지컬과는 반대로 노영웅의 멘탈은 늘 막다른 곳으로 밀린다. 이제 육식동물의 본성을 떠올려야 할 순간이다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262921/52629214535.20250123125306.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52629214535"
흡혈귀와 유쾌한 친구들 6,"책 제목 : 흡혈귀와 유쾌한 친구들 6
저자 : 코노하라 나리세
출판사 : 대원씨아이
출판일 : 2025년 1월 24일
ISBN : 979-11-4230-5153
설명 : 흡혈귀와 유쾌한 친구들 시리즈의 6번째 작품
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262921/52629214516.20250124071202.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52629214516"
후지와라 군은 대체로 옳다 7,"책 제목 : 후지와라 군은 대체로 옳다 7
저자 : 히나치 나오
출판사 : 대원씨아이
출판일 : 2025년 1월 24일
ISBN : 979-11-4230-5245
설명 : 제공되지 않음
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262921/52629214512.20250124071205.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52629214512"
청춘벽력 5권 특장판,"책 제목 : 찾으시는 책에 대한 검색 결과를 찾을 수 없습니다.
저자 : 
출판사 : 
출판일 : 
ISBN : 
설명 : 
섬네일 링크 : 
구매링크 :"
청춘벽력 5(완결),"책 제목 : 청춘벽력 5 (완결)
저자 : 야스코
출판사 : 대원씨아이
출판일 : 2025년 01월 16일
ISBN : 979-11-4230-502-3
설명 : 야스코 특유의 개그 코드와 남녀 역전이라는 현실에서 있을 수 없는 설정으로 그려낸 러브 코미디 작품. 몸이 바뀌면서 처음으로 느껴보는 여자와 남자의 세계, 생태를 경험하면서 서로를 이해하는 시점을 자세히 다루고 있어 재미와 감동을 동시에 느낄 수 있는 인기 작품입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262921/52629214484.20250124091943.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52629214484"
이웃집 흡혈귀 씨 8(완결),"책 제목 : 이웃집 흡혈귀 씨 8 (완결)
저자 : 아마토
출판사 : 대원씨아이
출판일 : 2025.01.24
ISBN : 979-11-4230-525-2
설명 : 
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262921/52629214482.20250123125301.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52629214482"
이 사랑을 별에는 빌지 않을래 2,"책 제목 : 이 사랑을 별에는 빌지 않을래 2
저자 : 시노아
출판사 : 대원씨아이
출판일 : 2025년 01월 24일
ISBN : 979-11-4230-508-5
설명 : 책에 대한 정보를 알려드리겠습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262921/52629214475.20250123125301.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52629214475"
슈가 스컬과 딥 키스 1,"책 제목 : 슈가 스컬과 딥 키스 1 (B愛+685)
저자 : Sakuhiro
출판사 : 대원씨아이
출판일 : 2025년 01월 16일
ISBN : 979-11-4230-5184
설명 : 감각적인 작화와 더불어 자연스럽게 일상 속 판타지를 그려내는 사쿠 히로의 신작으로, '사신'이라는 독특한 소재를 이용하여 두 남자의 운명적인 만남을 그린 작품입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262835/52628352924.20250124100018.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52628352924"
백합에 끼어드는 남자는 죽어버려?! 1,"책 제목 : 백합에 끼어드는 남자는 죽어버려?! 1
저자 : Yomogimochi
출판사 : 대원씨아이
출판일 : 2025년 01월 16일
ISBN : 979-11-4230-4965
설명 : 강렬한 느낌을 주는 제목과 등장인물들을 둘러싼 여러가지 감정이 섞인 묘사가 인상적인 작품으로, SNS에서 화제가 되었던 대인기 청춘군상극 만화입니다. 입부한 후로, 트럼펫 퍼스트 포지션을 계속 따내 온 카타기리 치하야는 강호 고등학교에서 온 전학생 아이카와 히비키와 만나며 이야기가 진행됩니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262835/52628352288.20250124091941.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52628352288"
루비 레드를 깨물어 부수다,"책 제목 : 루비 레드를 깨물어 부수다 (B愛+686)
저자 : Sakuhiro
출판사 : 대원씨아이
출판일 : 2025-01-16
ISBN : 979-11-4230-519-1
설명 : 본래 단권으로 마무리될 예정이었으나, 일본 현지에서 큰 인기를 얻어 현재 후속편이 연재 중인 작품입니다. 사람의 페로몬이 형형색색의 '결정'으로 보이는 오메가인 아카네와 그 특이 체질 때문에 고독했던 중학교 시절, 양호 교사인 마키세와의 이야기를 담고 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5262835/52628351156.20250124092009.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52628351156"
